addr,balance
0x48175bd36698c76d9cd3b55075a1148a6f83ff72,103642279708973306930
0x62fab74b6c74f4447ba6f0524c4ad7c408cb0da1,1252943459845983300
0x83d25c5419435d2b90ea9520136da2d12a0d3b16,750000000000000000
0xe81e5be0e4f5e2ee41c957a9e009481b2677097d,1
0x2f82e5fdcc3c9fe51f6b8f810ab2104c7b48da67,585698229199999800000
0x3db9f01b7194087152b5b88b47db62af30d87dbc,6166495375000000000
0x8f4c866c6893f6e0f7bb07a63438024cfef8a969,20000000000000000000
0x91cc529c784eb0f208ce8ab5a12c561a14c631d4,100000000000000000000
0x96e0fc56fde665f3145ba1d8a105ed82df6b99ce,100000000000000000000
0xe7d40e5c01dd644e014974f24ed228caa991b9cd,103642279708973306930
0xec3052658f19359edd557c9f4695e7e22c002555,4100386932
0xee96a229b1c0d67347aea922d0e320358106b370,200000000000000000000
0x9ebf42b07878140bfa8442a09b2257be6f172182,30841556511000000000
0xbd234fee11fc8dad8f77b326abab21e2ca2190df,103642279708973306930
0xd5b2319711ada736b7d54893c8ebba07be7fcbf8,103642279708973306930
0xd6da5b97151c2fea9ccf11287985a21304a521a1,103642279708973306930
0xd7260b408d5fe7fe483e52184aaae1e075715bca,103642279708973306930
0x045694870eca46f4e06ad91716d9e27c9e666a9e,59658323004999990000
0x151f4ac267b85557406eb19d8de750a8bd530e1b,103450000000000000000
0x5f9706c31fbf7cb218ccbae6febf99eceebb9d88,26761620133368797065
0xa7a67aec50f3820854f0ab7f03c6c7698ff1c3ef,1385431448730564
0xaccd7e12ed53bc0a83c19e5b5f5a8350290253bb,170000000000000000000
0xfb6d4b0080b4e3da355cd93e00a9fc4c5d44e4cb,100000000000000000000
0x2e946b3c88ec17734fa02b04cd6c40ca4d8ad2af,78770297029702970
0x324484d585b307bce018c26573c0692edc53bc02,15000000000000000000
0x3318b5528f0eb095afd4c8d14152bdda00da01af,103451485148514851485
0x3ce054106c3e0cea00fc5bedc16c83e1348db6ce,1
0x7a141be340a37e049fea857875b98c02faca1ee2,7946613860
0xacb7956c0671dcf1c56ee8d7ad6a6af61ac4159a,103642279708973306930
0xb28893c273e008f191c82018aecd05ef237288c0,17867414368000000000
0xf2f13bf64aa3304251be47c6bdd51d21c60a9284,5714285714
0x6c6fa1938a03e41c8dd7af30384d21471becbce8,1000000000000000000000
0xfd733e8a94e3e4f631639f82f498f903feee689a,1005650501942650446228
0x12260b9a129faeaa67b46b5799cda69053cdfc62,2279708973306930
0x278ecd5a275143050bfde170e847b4758259a93c,800000000000000000
0x67622923f2ecaea0cbdd422e5a0e6603464e29be,8051776313279775677711
0x67d6033631c85789d81da5c316e03c31bd4a682d,59658323004999990000
0x88696c4985f64ea1ebfb9e46c1b47197f7a244ab,226378914
0x8f83350dd98a0d1d39be69d0d30cc22647f43d5a,103642279708973306930
0xde843189608806c550b7ed6550ae30ff0f2f7877,103642279708973306930
0xefe8ea2362ed5e980a425027f94f00614b4a80f6,127343473646976000000
0x1dd4d1f2bc0a2bb1d64671d8a4ae50436329a5d7,103451485148514851485
0x43273683da0c855ad7dbc4fc53542659fb6a4058,103642279708973306930
0x50558c6f09fb1a7698c26e34d044c98630082a4c,81654026152024735949
0x6707a43e7c34e560828f2785eb01a4b1327877c0,71322436840000000000
0xb0351f7a253a0939783df1872f096be9ab205272,193104689883842832
0xfa8049f4cad28e01773f1559e79c90a3828e2213,1
0x7fec660ef465b6d02fb5065a56da92fe241bc745,559967415283734
0xc61d4620e2d3cd5280b98108bc7013b25b112924,953
0xef125b40d96924d897e5bdb74a3f21d91215425d,10293559241
0xf49302d2e6946e3fda84a5c3a1ed18333ce63a80,100000000000000000000
0x07e004ac7ee55821c48f214ab37c5c555b4c0017,6166495375000000000
0x0823aa2bcfa6fb35fe1a5a0d694041f441935347,19503339854203
0x2d443c6277f152c558b19c946320d4178c543bbe,206902970297029702970
0x5e0dd4b7c50e12306d2dcd3a12a120d22fa08524,1035
0x60fbf51200c0f0c8f8832481d3a9ec3eb096ea9c,4943491094
0x221bcdbad28f8d978bd91e62f6eef3e23526943f,2
0x5ff4fbd6953c0c5e14a737e12029f57373bd7c34,100000000000000000000
0x792e5c5cf2da332923d22bdf838390fe80eaa6da,918
0xc0b0821175777bae0c13aaee1114a5eb1134fdac,200000000000000000000
0x17256ec32f4c6759582f4d272d92ef68f6d3004c,2193180632954679240330
0xe36e0638debf9ef117bf607e836f205e7468e39e,10000000000164663
0x6e9a21fba92d392c583f63ffed0bb579aa6e9f61,8935929015
0xcc870d84644cab32222c1e980f8ad72ef1b603ea,1674178342950921082172
0x79147f4a41d558d2340034f7ef41525edd2966d0,291899765013030000000
0x7059a6af56c172836163d129ba357e31d24a8fe7,1100083333333333333500
0xa69e06b99cd7efb057a04a9904c86212d76e28f5,78483272572614296805
0xab141ae269fd1a0c53758112c6e89f3d7807746c,135698600992666517
0x8235fd75be32a7bdfc8ec06d65e014fd750d3299,1805500811366497291514
0x2428d4d7b702721fbb446b086b6d4761ca0c67a4,6451612903
0x4b10e7920205ecf66ccc8e71657f510a0acf66da,11070500520
0xbfa7fcfcea8077609ff44c4ec0279e984b527aff,2184513196720208541808
0x034767f3c519f361c5ecf46ebfc08981c629d381,871643535750012602322
0xc3ae9d90363b3ee57744fb6f673e5a746341e416,229491251017374524439
0xccc9f1d2903191760d7aa550e2d717c349a89003,36356874520964379
0xb8381b0019b4e5d3b6bd655c9693ea6479e68b1a,281229264322421
0xb20b89a8088371fd3f063c74336c891e0bd3f2af,2674223100000000000000
0x0dddfdae7cdd30deb26675c5553ea4c807a910e7,231450758912813272149
0x145a96b9669685c263f196caaba3ddd5339cbdf0,3914364644
0x32ed0b3e2aef8d4d2ff6754f776c47e484a52233,3388339278927467095500
0x9ba06d16b1e674058c64f4d4ab4200a57cbcc00b,932470652773747958
0xd99166bf6a6eac15bc8a337609cd77f4209aced1,7730673316
0x4d66d40a561c643f84e00b2c14190210a5695180,564837229382596113
0xbdc297916241a0a4bb9548a5822f3bd4d91092c3,58120451225
0x7f57ad6d2fead3609a541e9eece99b0474784c51,21652411594
0xfd729663d26f46b2c5238ffc60c37dfddb807a57,2
0x1099d043d9d5d1d69634d19dd72b1920a4a95df1,902996100000000000000
0x25341c32270bab0bbd42fdfb1d8494cc19975726,705875589307440061
0x6a9d62e7a1a862d4c3aa2c72d779061c5f44ce89,188110000000000000000
0xf3b66da10224846186241590334f3ab649450c4d,9999999998
0x38160b1e26c0bc28407d7eebd0f02fd7c1559a8d,30000000000000000000
0xc10c43d807bfe4526e6e6c579cc23bd9b93312a5,7211206019
0x65d745b3c590fa69029bbed98b1d8da9372e8139,9335276614824974729436
0x7e66e9263d1d3b4f9787f9db794f2e33781a7670,860440571056345673650
0x9f90b23a52bd486172a7f1a045d75fda28b4fa38,139130275229357798271
0xcb6149bb5ec850d9080c0766d6e9765901538908,170113140879006922315
0x1f916bbf39ab189a9e3d9e1823a7b1a8e9e5f204,478854406892882198836
0x4f601b2a189445b6e0a1d1b4d571ae6fe9ed2c03,75697399527186760490
0xaa277462642ded96fc02e98104bc6dab6eb7b21f,147227025429825599549
0x1126f2998563e1ce337cf3557bd1aaeb21c1bab2,200646455187713310580
0x14befb03b1a1f0ff43d264a21a658bbccc3a1f29,1430
0x81af7b4c926293376923a314d754e14560e9b70d,6411879197
0x99a742c5434273da64f4dfab18f54af7a642b2b8,321678000000000000000
0xc638b0530d0ee45244b7e35ca65db719e0e80f8e,52112676056
0x42d003b67bca56493f706f0c8ff7639a0ac5d25f,440134831460674155102
0x5e91fcdc427d1ba3ae1b08fc9cdda41217e5bd6c,331617647058823524821
0x7fdb596bd17d8b4242700a3728015cb83b24881a,172153953719916799459
0xd87fa69afac29692f357c85fed0d05de162b5188,399600000000000000000
0x82491157ed300b50033e8fe9959adc99fd6c8ddc,2189192847003133783902
0x9b6aad7207a86efeee888ca357ba712d1dee851a,970341962457720115984
0xbebfe03767700a3506e6080862704d1543d43979,180559353346875870178
0x0e4c1da687d01d4948f50f9b71ceef23ae6f08c9,776313671044402749467
0x7817350535498fe89ed4023c023e707ea823dd6f,101986056216818202299
0xf790620a4b550e378c3fce30a4f238fc752f4012,550156097628978260987
0x7bc167d23d28c671bf3fe88a750ed9c6108c6cb1,3569194098677272973898
0x716b839602aaadba84a8d4f267574a11f94f0aaf,999000000000000000000
0x936ccd6eee7e5c101c3692d821c936457b20dab5,188026247509761731964
0x0c22a65da50ff23a3b8e236d586fe7e3e01ddba5,259740000000000000000
0x6bf285b93200c923d5f18959b841f1a4a97ed223,74506541814499152
0x9454dd68f5a88419a3f2c628ab528f4e8f42e82d,285746395011996898388
0xbfbea88d6f9264188cd7d1e8e9695e9c53ad836d,113200770380139892723
0xe1a1c60defda646ae686522437ee29902c324d36,8330012671
0xe738f9aeb7458eeb9cae9bdb5eec44eb5b79c4bf,20176274863788545910
0x7d7256b512c6b14dbb469d84cf285514b5150a1e,183415600152010902259
0x28f43dd63c9b45d45134b9a690fff1714a4141df,723222675562969140727
0x4d0f55a14be622fa300a5fce926182045da5b4ed,102706593551032284424
0x87d8ce625a784cd592c22c6c8d8acb45b554a2cd,619524742592040205152
0x9921bcd7a89b89458662229d559ccc8466d71d5d,1105753340967803702
0xa6559caa11d35f40e102b86cae513185fd275b1e,499500000000000000000
0xfa2ee035cdb796d8f2a1818d6a4a2e3aa3109ef0,249718785151856017997
0x31e0a4382a09102f5f4c12e8e74791294fe5a15c,1080518030284041746389
0x75768239a714dcf95fb1ef6797df67cb55f9bf5f,129976748119904808435
0x77f1fc868192f09220b1a1d219b5ccb9d044b172,1708290000000000000000
0x817b433abbe040d7efcb809e384942d2bfd524c7,3211037523130478853802
0xfe06a2b7f5905c43aa0b3c334693e9608bb05ec7,254205784859311583735
0xbf1872baf0c32a58dea02c1934d7e84a9003dac8,550258616675000000508
0xe32a5586b714581833a1b782ee191487321c76fb,336623040000000000000
0xce8e7b78349e3cbc7e357df20966d3122b997a5d,138499041629230275000
0x36febb01f8a0502a1c8fcec78c579e8af70310ac,78414618276646798957
0x4978ae58e1e64ef2f464e30f3a547bd667137521,135077683302385031530
0x2222c3418a17dd82cf1c5aebd075087d7da4c0f2,210922235382365598856
0x9777daabf322d38af7a49a66dc55f3086127baea,400000000000000000
0xe16e5d34850b4354fe686eb019fc18c37285e971,111782740001830326446
0x016ab691721a99da1c1489ca0ac8b549eb0f7713,1
0xb8116f7b309317494fa947e2bbac4dc699ccd799,1025689436792207792207
0x0efe626fce1ea17f6acf58f7aa0f7649e6bea245,7959043289905979381442
0x282b375d73684618e5ee157c10ad5862f39c43c1,1208898238286343
0x627b1cdaf81c459651d811dc7f0299a35bda5bc6,27390519591935453459
0xcda87ea930e9ce2bd3a75e18eed86a007b5eb153,232704460062114223145
0xf6d11484f1d75e5c5a259face85b468523cfc46b,442985592452759
0x1a62d586162aed437fd0c0b736528c7e173861aa,6784591042
0x93679931193d3deacf21c4de76287dc70648b7b9,94681447238956900032
0x6df4670f75c010027924ba8421a8df1210f62282,115910208589190337684
0x9e273bd62b4b884c6a227d919272de60be26f977,999000000000000000000
0x1f18343b095449bdf165aa6d57693dc4002124b5,1322196439271509
0x7473bc854bbbc170db5406db82eee2052171d437,159840000000000000000
0xb5f1c214806b6c5d5a43debdadc53e63841a9494,878409299867773603953
0xc91674d315cc89ba9d6ab194bd0b812bf750cae5,12213318059404540
0xe7a229e21d9c1da493387354881dd7f739f55979,72591327121204
0x8f3a37f0d5f1dacd45207df52aef388591db5621,95433105439306698877
0x9c2674bdbd4d725da0c0d185d1a90ad4e7a495eb,70830188679245284274
0xa13edceaef7ebcbbeefc9de7be2253094c15bcc5,214785000000000000000
0x0051eb221c7d5e822e55cf8e48812b133f9385a2,33119992092394
0x29836cd824eceb8131ab05cb1d5e3dc693c59d36,1
0x49373c9b31644bae4bb62c13e5fb8ba237b4256b,202497263550492560911
0xb8e1a27bc802fb1dc9fa306bb3915d8d54f6bfa3,161862109605185620529
0x240b061ff314b44174fe6c31cf12c81275e5ae09,196857976063743991800
0xf3cb44e421e1774affb4abbbe691962cea19fa11,14191810514803433
0x2b892553fa05cbabd6d2c17a1c1ba392238dfb15,499500000000000000000
0x8352a3dc3da7f5825414721a7b7e5931ecb588b9,55000000000000000000
0xd7ae37390af897e5690d041bf2b7968c8ab63f93,1221
0xe6cfd0b3567156c506255f1463a4ae4a3f4b0100,264578080641053850187
0xfe236d8c0bd3188e858c7331635c84e125f92369,1334141278863636364126
0x215808defcb2289629066fcf8225b3c3be7111b8,97827555970391860867
0xa7d6c41db508dcecc9ed750c45fd169b23588b69,354086740472797687277
0x04ae5814e76bb7f61aaf608b0d9f51de3a0420ba,179820000000000000000
0x74373c4b9c73a1fb8cd36f0c8cdc9092461ee943,194284704773129051430
0x93d2184af7f600b88ce3ba024095184e3d17d340,21885301316760451509595
0x298fc50d886193874f3dfa4c78a635fa00bcdf62,539925869331250341350
0xddbe487d23068a5650293ca2362662c2768a04df,8072238111574969
0xaf432ea61f86881fc8230fa46864b1e27307ab02,479520000000000000000
0xd9d2aae6dbb3261034335842b14b0261e90c4798,3742869312
0xe2e584319f57671638cb28321b830e4a79d47218,645666448649640517425
